sweetness,saltiness,sourness,bitterness,savoriness,fattiness,spiciness,id,title,cuisine
25.87,100.0,25.1,26.67,52.05,61.87,4500.0,771975,Spinach Almond Crostini,Mediterranean
69.39,32.86,100.0,25.42,23.32,25.5,79087.5,250991,Creamy Vegan Pasta Primavera,Mediterranean
64.04,100.0,66.99,43.52,57.84,70.61,5950.0,25403,Kabocha French Lentil Soup,Mediterranean
42.41,18.34,33.36,23.36,9.39,100.0,21900.0,496919,Roasted Beet and Kale Panzanella,Mediterranean
23.5,100.0,28.87,27.45,59.01,59.45,0.0,243663,Pasta e Fagioli Soup,Mediterranean
74.03,39.83,96.56,49.48,30.13,100.0,5950.0,859161,Greek Salad,Mediterranean
21.98,89.93,8.5,9.48,20.8,100.0,14900.0,752413,Roasted Cauliflower Lasagna,Mediterranean
32.53,100.0,41.59,37.91,54.38,69.26,0.0,245768,Vegetarian Spinach and Mushroom Lasagna,Mediterranean
62.88,100.0,57.7,55.52,37.61,39.29,3700.0,247527,Greek Style Roast Leg of Lamb with Lemon Roasted Potatoes,Mediterranean
20.57,100.0,19.58,17.56,24.78,73.44,0.0,619678,Turnip and Spinach Rosemary “Risotto” Stuffed Acorn Squash with Pecans,Mediterranean
77.85,34.77,100.0,25.42,23.32,30.74,14900.0,968290,Parsnip gnocchi,Mediterranean
59.34,100.0,34.06,43.76,86.9,60.79,0.0,594351,Grilled Caprese Pizza,Mediterranean
41.28,100.0,53.11,37.67,59.88,52.6,29800.0,602979,The Best Raw Lasagna,Mediterranean
53.96,19.72,47.54,48.86,97.72,100.0,0.0,591620,Pasta e Fagioli,Mediterranean
37.13,100.0,60.51,43.14,42.94,73.8,0.0,15276,Quinoa Risotto With Salmon And Kale,Mediterranean
100.0,52.11,69.2,23.97,37.63,66.11,14900.0,1012971,French Carrot Salad,Mediterranean
100.0,3.77,0.0,0.0,0.0,82.41,314900.0,758660,Kale Lasagna Diavolo,Mediterranean
